business_status,formatted_address,icon,name,place_id,rating,reference,types,user_ratings_total,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,opening_hours.open_now,plus_code.compound_code,plus_code.global_code,photos,permanently_closed
OPERATIONAL,"19208 Alovera, Guadalajara",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,IBIL Charging Station,ChIJk6vcf8hSQg0RBgItK0Mmws8,0.0,ChIJk6vcf8hSQg0RBgItK0Mmws8,"['point_of_interest', 'establishment']",0,40.5794647,-3.2358245,40.58085662989272,-3.234553320107278,40.57815697010728,-3.237252979892722,True,HQH7+QM Alovera,8CGRHQH7+QM,,
OPERATIONAL,Km 57 A-4 Ocaña 45300 ES,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Iberdrola Charging Station,ChIJx0bcoPgIQg0RCDX5d5IgG2w,0.0,ChIJx0bcoPgIQg0RCDX5d5IgG2w,"['point_of_interest', 'establishment']",0,39.96833,-3.546863,39.96989127989272,-3.545364420107278,39.96719162010728,-3.548064079892722,True,XF93+87 Ocaña,8CFRXF93+87,,
OPERATIONAL,"Av. de Madrid, 1, 45950 Casarrubios del Monte, Toledo",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Wenea Estación de carga,ChIJGepNPyGVQQ0Ra1-m7ls1dXU,0.0,ChIJGepNPyGVQQ0Ra1-m7ls1dXU,"['point_of_interest', 'establishment']",0,40.2502787,-4.0552391,40.25157887989273,-4.053434220107277,40.24887922010728,-4.056133879892721,,7W2V+4W Casarrubios del Monte,8CGQ7W2V+4W,,
OPERATIONAL,"Carretera N-iv K-173,100, 29, 13200 Manzanares, Cdad. Real",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Tesla Supercharger,ChIJEeZz4YsUaQ0RlPlHUv6vY6E,4.4,ChIJEeZz4YsUaQ0RlPlHUv6vY6E,"['point_of_interest', 'establishment']",38,39.0063666,-3.3832406,39.00775397989272,-3.381922020107277,39.00505432010728,-3.384621679892722,True,2J48+GP Manzanares,8CFR2J48+GP,"[{'height': 5472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112198127118664823617"">Andres lazaroth nuñez</a>'], 'photo_reference': 'ATtYBwKMVqyKu8Fl3aidYOSXfEddPvimlVQFoRyPZpCSISUWwLAdXfD1XMxuKnNH56hlpV4JMh_L_1QT3auCceN-_ZZqZFyZ15ul-H88KR6ALkzOq2SXV2agaWVFU8HWy2LFxcYtLuL9DpklMrL5pfq9F4NgTlded7HjotnczuNbd2Z_78PD', 'width': 7296}]",
OPERATIONAL,"HOTEL BEATRIZ TOLEDO AUDITORIUM & SPACalle Concilios de, 45005, Toledo",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Chargemaster Charging Estación de carga,ChIJ1Ylbn-UKag0RNPflKFaFr3g,0.0,ChIJ1Ylbn-UKag0RNPflKFaFr3g,"['point_of_interest', 'establishment']",0,39.877496,-4.042406600000001,39.87891922989272,-4.041080920107278,39.87621957010728,-4.043780579892722,True,VXG5+X2 Toledo,8CFQVXG5+X2,"[{'height': 2145, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118180070701128845671"">Alan</a>'], 'photo_reference': 'ATtYBwIKLZQ9HrxphlqOYSgDjAn4Toacn5uIOaRsWskhLa4emuXWsljNYoWteyz8dPSEB6vFvBPWMEC6PezqUgoMrPK2pvS8ek3P8m2rO6_LrK-xfVILSPp08oPZ-c68GELy-TBsRiw-Rse3cWEZ21Djh2B88A-E9K0vdBEH1emezspXIQz7', 'width': 3797}]",
OPERATIONAL,"Av. de Andalucía, 204, 28341 Valdemoro, Madrid",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,ENDESA Charging Station,ChIJC1lRcSAfQg0RYKf2vDB7JfM,0.0,ChIJC1lRcSAfQg0RYKf2vDB7JfM,"['point_of_interest', 'establishment']",0,40.21,-3.681,40.21131407989272,-3.679735720107278,40.20861442010727,-3.682435379892722,True,6869+2H Valdemoro,8CGR6869+2H,,
OPERATIONAL,"Area de Servicio Taray, 13210 Villarta de San Juan, Cdad. Real",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Iberdrola Charging Station,ChIJ1xXI6Ed1aQ0ReU7GATGmSis,3.0,ChIJ1xXI6Ed1aQ0ReU7GATGmSis,"['point_of_interest', 'establishment']",1,39.2505219,-3.430358,39.25176922989272,-3.429275720107278,39.24906957010728,-3.431975379892723,True,7H29+6V Villarta de San Juan,8CFR7H29+6V,,
OPERATIONAL,"N-430, 309, 13005 Ciudad Real, Cdad. Real",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Iberdrola Clientes Charging Station,ChIJgxmbVUjDaw0RfQEYffCLIoA,3.0,ChIJgxmbVUjDaw0RfQEYffCLIoA,"['point_of_interest', 'establishment']",2,38.9873468,-3.9140912,38.98868717989272,-3.912772470107278,38.98598752010728,-3.915472129892722,True,X3PP+W9 Ciudad Real,8CCRX3PP+W9,"[{'height': 2736, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101682223055713112817"">Ores Chorney</a>'], 'photo_reference': 'ATtYBwLdgzzITJA1QpvUAYDjUhJUlUsnambTn-tnKcSNXFJay2JakxL8RNN6JaHYtOuUO7UN4iEzAtob3QPQ2aUAgtbno2W_eHBdg6SU59Hpsy7cNUZBNld4oRb5wLDWveIEq6IzK-T-b9LP5JsZr6jK9IX0ujdIS06yTW3h35GlywumRht2', 'width': 3648}]",
OPERATIONAL,"A-3, 62, 28597 Fuentidueña de Tajo, Madrid",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Charge and Parking Charging Station,ChIJKWQCMjxjQg0RXTt_BVn154c,0.0,ChIJKWQCMjxjQg0RXTt_BVn154c,"['point_of_interest', 'establishment']",0,40.1201162,-3.1522142,40.12145332989273,-3.150938020107278,40.11875367010728,-3.153637679892722,,4RCX+24 Fuentidueña de Tajo,8CGR4RCX+24,,
OPERATIONAL,"1 Plaza de España, 16710 Atalaya del Cañavate",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Iberdrola Charging Station,ChIJAwLb7nrEZw0RbIwdRnOGpgA,5.0,ChIJAwLb7nrEZw0RbIwdRnOGpgA,"['point_of_interest', 'establishment']",1,39.538723,-2.254855,39.54002292989271,-2.253499320107278,39.53732327010727,-2.256198979892722,True,GPQW+F3 Atalaya del Cañavate,8CFVGPQW+F3,,
OPERATIONAL,"1, N-II, 19192 Trijueque",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,ENDESA Charging Station,ChIJKVw9xmsPQw0RnrxbhnZHr2Y,0.0,ChIJKVw9xmsPQw0RnrxbhnZHr2Y,"['point_of_interest', 'establishment']",0,40.77441,-2.99439,40.77575087989272,-2.993030120107277,40.77305122010728,-2.995729779892722,True,Q2F4+Q6 Trijueque,8CGVQ2F4+Q6,,
CLOSED_TEMPORARILY,"Calle Mayor Alta, 147, 28540 Perales de Tajuña, Madrid",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Estación de carga de vehículos eléctricos,ChIJOT10m5hrQg0RsXBLhrKqw7w,3.0,ChIJOT10m5hrQg0RsXBLhrKqw7w,"['point_of_interest', 'establishment']",2,40.239723,-3.3525521,40.24115262989272,-3.351137270107277,40.23845297010728,-3.353836929892722,,6JQW+VX Perales de Tajuña,8CGR6JQW+VX,"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105118407133642703947"">Ivanka Puigdueta</a>'], 'photo_reference': 'ATtYBwI32tGYeSu_Kg4r0ngKZimVkEEyBOlBjaApwKNu16GaEnMKjYDCeBgNenz5OiqutdEbpRQ0WB2lrcy24f8xI5TBp9UrnBUSSLoZwKw_5Quiww0W5He4h7rGWA3o06y3pP0V15KocNIcNK6l5eC-Dh2V7T2UqhOHQIMAZa0V4-kyg95k', 'width': 4128}]",True
OPERATIONAL,"Calle Camino de Bastos, 6, 28600 Navalcarnero, Madrid",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,ENDESA Charging Station,ChIJfciSrWiUQQ0Rbqw4nA0aIEI,0.0,ChIJfciSrWiUQQ0Rbqw4nA0aIEI,"['point_of_interest', 'establishment']",0,40.2914249,-4.003388999999999,40.29277337989272,-4.002033020107278,40.29007372010727,-4.004732679892722,True,7XRW+HJ Navalcarnero,8CGQ7XRW+HJ,,
OPERATIONAL,"2 Calle Infante Don Juan Manuel, 16640 Belmonte",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Tesla Destination Charger,ChIJj3lCcYtraA0RjqNPGKFEADM,0.0,ChIJj3lCcYtraA0RjqNPGKFEADM,"['point_of_interest', 'establishment']",0,39.560724,-2.702476,39.56205282989271,-2.701161920107277,39.55935317010727,-2.703861579892722,,H76X+72 Belmonte,8CFVH76X+72,,
OPERATIONAL,"no name, Calle de Pedro Oviedo, 8, 13270 Almagro, Cdad. Real",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Tesla Destination Charger,ChIJlZN2OKdfaQ0RDBlv5G7r1FY,5.0,ChIJlZN2OKdfaQ0RDBlv5G7r1FY,"['point_of_interest', 'establishment']",1,38.888267,-3.717387,38.88959522989273,-3.716022320107279,38.88689557010728,-3.718721979892722,,V7QM+82 Almagro,8CCRV7QM+82,,
OPERATIONAL,"Autovía de Extremadura, Salida, 163, 10392 Isla de Valdecanas, Cáceres",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Tesla Destination Charger,ChIJsUAp6elfFQ0RJONIDMmp9Q8,0.0,ChIJsUAp6elfFQ0RJONIDMmp9Q8,"['point_of_interest', 'establishment']",0,39.837071,-5.379258,39.83840592989273,-5.377999820107278,39.83570627010729,-5.380699479892722,,RJPC+R7 Berrocalejo,8CFPRJPC+R7,,
OPERATIONAL,"6, CM-5102, 45560 Oropesa",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Iberdrola Charging Station,ChIJbwi_U_X8Pw0RWocSHNcgcR4,3.0,ChIJbwi_U_X8Pw0RWocSHNcgcR4,"['point_of_interest', 'establishment']",1,39.926884,-5.18534,39.92791977989273,-5.184109070107279,39.92522012010728,-5.186808729892722,True,WRG7+QV Oropesa,8CFPWRG7+QV,"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112070856121995546106"">Miguel Angel Peña Morales</a>'], 'photo_reference': 'ATtYBwJc1w_TTiKoqLFdeMcrSEeM5MzVf76qUUkB0wnwuW7Rucv7zLjuWMPy7kJJhDFBKlCjSuFEV5NpTSz-HTdu_V7IKGB_c5UqR0sZy4eGMhFepn-MvcTmRCSrZtkQw3VCdOff4SbAQzhviPP-JQDw7q_MWPq2DCV_Vr5WiyAOCvRvr7km', 'width': 4624}]",
OPERATIONAL,"Av. Escritor Rodrigo Rubio, 11, 02006 Albacete",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Tesla Destination Charger,ChIJH19GylteZg0R-C-m_LNjAhY,0.0,ChIJH19GylteZg0R-C-m_LNjAhY,"['point_of_interest', 'establishment']",0,39.0077915,-1.8835114,39.00917887989272,-1.882151220107277,39.00647922010728,-1.884850879892722,,2458+4H Albacete,8CFW2458+4H,,
OPERATIONAL,"Av. de la Constitución, 106, 28850 Torrejón de Ardoz, Madrid",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Estación de carga de vehículos eléctricos,ChIJM6AUjEM3Qg0R_7Zu5ioPm3M,5.0,ChIJM6AUjEM3Qg0R_7Zu5ioPm3M,"['point_of_interest', 'establishment']",1,40.458217,-3.4669382,40.45955412989272,-3.465605020107277,40.45685447010728,-3.468304679892722,,FG5M+76 Torrejón de Ardoz,8CGRFG5M+76,,
OPERATIONAL,"28110 Algete, Madrid",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Estación de carga de vehículos eléctricos,ChIJtyPjvfrNQw0RvfQYyE0ipNI,5.0,ChIJtyPjvfrNQw0RvfQYyE0ipNI,"['point_of_interest', 'establishment']",1,40.5970936,-3.5075499,40.59811897989273,-3.506242670107278,40.59541932010728,-3.508942329892722,,HFWR+RX Algete,8CGRHFWR+RX,"[{'height': 1960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112346507800990384413"">Lauren Teba</a>'], 'photo_reference': 'ATtYBwJk7SZlzgn5NezFyG7sZT54J3Opal5qb-8lsfYDBUhObRSW8YOLpjOz9q_4Bxexb8ApE84U6Vxq9p9U3sGyRW42D-8O3J9JeAng58PFKG5mT10t7Z35PoSrbv4N3g_cyic-ZbW8UBFPS8Br9KAjjYWmMTmSBswRHodjR0LtdEZTwZjq', 'width': 4032}]",
OPERATIONAL,"Av. Río Guadalquivir, 1, 28906 Getafe, Madrid",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,ENDESA Charging Station,ChIJp6pOorchQg0RYQ9bxihmASs,0.0,ChIJp6pOorchQg0RYQ9bxihmASs,"['point_of_interest', 'establishment']",0,40.272625,-3.69416,40.27370127989273,-3.693072820107278,40.27100162010728,-3.695772479892722,True,78F4+38 Getafe,8CGR78F4+38,,
OPERATIONAL,"Av. Ada Lovelace, 23, 28906 Getafe, Madrid",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Tesla Supercharger,ChIJZRZu26khQg0RYXf6XtAEZT4,4.3,ChIJZRZu26khQg0RYXf6XtAEZT4,"['point_of_interest', 'establishment']",92,40.2903543,-3.6963012,40.29171087989273,-3.694932870107278,40.28901122010728,-3.697632529892722,True,78R3+4F Getafe,8CGR78R3+4F,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111241125623208466705"">Fernando Tallón Aguilar</a>'], 'photo_reference': 'ATtYBwL4A5woz0dvEiOlVAj38-wnFm8hbKJmEXzf4_QhaLqMj8uSizDt6BEexxjfzBpNSeiLsRmdPi04X3hLEjhs4UThS0PiIbR4kgpSuX6uocbaJQTOzMv-PbeGuiooWtmjMR-izIdQDtaXF2jjZXhLwxeLRynaF3hhtLrG5fsxAbKM2lrE', 'width': 4000}]",
OPERATIONAL,"Calle Cerro de la Plata, 4, 28007 Madrid",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,GiC - Gestion Inteligente de Cargas Charging Station,ChIJy9r-ChEmQg0RzAESZLpmaV8,0.0,ChIJy9r-ChEmQg0RzAESZLpmaV8,"['point_of_interest', 'establishment']",0,40.39992,-3.675142,40.40125967989272,-3.673772520107278,40.39856002010728,-3.676472179892722,True,98XF+XW Madrid,8CGR98XF+XW,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100459777633615950338"">Nacho Blanco</a>'], 'photo_reference': 'ATtYBwLbkpd2n5iTseqRa5FocME5SwO2YVi0QZBCZxlXHF9fuIqCxnNWlQJMyL6B8m3gah4XRoZoDR9IEEn4c-uyyVTLrF9I0V6JK-No0fLB5CbC002SO8IuL-fcsZnKiaiuBh5yS3flui7mFmh0wH0Jxwwu1f769s7d-lAKWXr9n7B6Kxfc', 'width': 3000}]",
OPERATIONAL,"Calle de Alfonso XII, 2, 28014 Madrid",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Estacion Carga VE Ibil Charging Station,ChIJd4G87JsoQg0RFu981P3UU8Y,4.5,ChIJd4G87JsoQg0RFu981P3UU8Y,"['point_of_interest', 'establishment']",2,40.419264,-3.6889067,40.42061187989272,-3.687517570107278,40.41791222010727,-3.690217229892721,True,C896+PC Madrid,8CGRC896+PC,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110059003304785921608"">Carlos Ruiz Badilla</a>'], 'photo_reference': 'ATtYBwKX2OtpUmGE690mdC0wf0HHaXjywIP7Arsguq5nFCeHMrzWvXkJr0EUTxoHgjUTRi436-CLO0kaDSnL9O9GDMBJ4R3R387__6kp4d-PaehKZWZofXjWdCWjsQv16GFPfu3Hq5k4lbrHQMSeuHNovFdjbeYMY55vJdZDxIEMyA4ba_Aw', 'width': 3872}]",
OPERATIONAL,"Calle las Fraguas, 2, 28923 Alcorcón, Madrid",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Fenie Energía Estación de carga,ChIJeSeUG0GJQQ0RTSxMoi4ncWw,0.0,ChIJeSeUG0GJQQ0RTSxMoi4ncWw,"['point_of_interest', 'establishment']",0,40.3423272,-3.8144501,40.34371572989271,-3.813089270107278,40.34101607010727,-3.815788929892722,,85RP+W6 Alcorcón,8CGR85RP+W6,,
OPERATIONAL,"Calle de Fuencarral, 122, 28010 Madrid",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,IBIL Estación de carga,ChIJ25raeYooQg0RCHdRX8a_l2E,0.0,ChIJ25raeYooQg0RCHdRX8a_l2E,"['point_of_interest', 'establishment']",0,40.429581,-3.7024657,40.43091827989272,-3.701160270107279,40.42821862010727,-3.703859929892722,True,C7HX+R2 Madrid,8CGRC7HX+R2,,
OPERATIONAL,"Calle de Génova, 24, 28004 Madrid",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Estación de carga de vehículos eléctricos,ChIJD4zwLJAoQg0RwcueJbhKjOQ,4.0,ChIJD4zwLJAoQg0RwcueJbhKjOQ,"['point_of_interest', 'establishment']",1,40.4258816,-3.6924165,40.42726982989272,-3.691032320107277,40.42457017010727,-3.693731979892721,True,C8G5+92 Madrid,8CGRC8G5+92,,
OPERATIONAL,"Av. Río Guadalquivir, 20, 28906 Getafe, Madrid",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Charge and Parking Charging Station,ChIJV-16J7YhQg0RttJ8B6rx1CI,0.0,ChIJV-16J7YhQg0RttJ8B6rx1CI,"['point_of_interest', 'establishment']",0,40.2704654,-3.6961146,40.27197192989272,-3.694801220107278,40.26927227010727,-3.697500879892722,,78C3+5H Getafe,8CGR78C3+5H,,
OPERATIONAL,"N-501, 28935 Móstoles, Madrid",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,IBIL Gestor de Carga de VE S.A. Charging Station,ChIJb1kLOQ2OQQ0Rh5C4MnAlLXE,0.0,ChIJb1kLOQ2OQQ0Rh5C4MnAlLXE,"['point_of_interest', 'establishment']",0,40.333879,-3.887026,40.33526487989272,-3.885678520107278,40.33256522010728,-3.888378179892722,,84M7+H5 Móstoles,8CGR84M7+H5,,
