business_status,formatted_address,icon,name,photos,place_id,rating,reference,types,user_ratings_total,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,opening_hours.open_now,plus_code.compound_code,plus_code.global_code
OPERATIONAL,"Av. de Extremadura, S/N, 10200 Trujillo, Cáceres",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Estación de Autobuses de Trujillo,"[{'height': 768, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103543632501024809265"">Francis V.</a>'], 'photo_reference': 'ATtYBwI_V-e23e1Zlbzs6IrL4JjMvBGV_N73djo_2mz5g5vKQ20nYEVEVfWRTqEwKyMNXSnmPtGSUa9vipTAqab9AYaAdeJ0T_UIo9v26rST0-dnHK7qG-TN_pV-A__bqqxcDmgUtD6WZcq753o03Yi-c_uRUQNNiKlCVJUytbwkNxQjwi44', 'width': 1024}]",ChIJbYWV1x6jFQ0RuMFsPW8ijmA,2.2,ChIJbYWV1x6jFQ0RuMFsPW8ijmA,"['transit_station', 'point_of_interest', 'establishment']",16,39.4513718,-5.881403,39.45253052989273,-5.880064170107278,39.44983087010728,-5.882763829892721,,F429+GC Trujillo,8CFPF429+GC
OPERATIONAL,"AVDA. DE EXTREMADURA, 76, 06810 Calamonte, Badajoz",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/gas_station-71.png,Estación de servicio Cepsa CALAMONTE,"[{'height': 750, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102955448827501729363"">A Google User</a>'], 'photo_reference': 'ATtYBwIz2H52JpJk4uhiAtaEO5D6MSs9HBO1bUPGx63jn7ZYI5dkyn2G5GzPB7gzuyM-EIG2NHizR9tml5GSOiJEsKZ0OR0-dOZWE0HzouP1yEfdH3SGdcWJgW3hyB3j0cgp93i-FPsAcWtMWf95Gr-tAz0ssihEjjwBOo_uEWJo3YU9H3s5', 'width': 750}]",ChIJ-f4zYrUgFA0R12JDIxg2VSA,4.3,ChIJ-f4zYrUgFA0R12JDIxg2VSA,"['gas_station', 'point_of_interest', 'establishment']",33,38.8944266,-6.3865652,38.89576942989272,-6.385279070107278,38.89306977010727,-6.387978729892722,True,VJV7+Q9 Calamonte,8CCMVJV7+Q9
OPERATIONAL,"Av. de Extremadura, 67, 06910 Granja de Torrehermosa, Badajoz",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/gas_station-71.png,Estación de Servicio Repsol,,ChIJ74qN1vNxEw0RJTKy24l3fTA,0.0,ChIJ74qN1vNxEw0RJTKy24l3fTA,"['gas_station', 'car_wash', 'point_of_interest', 'establishment']",0,38.3048287,-5.5942777,38.30618197989272,-5.592875020107279,38.30348232010728,-5.595574679892723,True,8C34+W7 Granja de Torrehermosa,8CCP8C34+W7
OPERATIONAL,"Av. de Extremadura, S.N, 06850 Arroyo de San Serván, Badajoz",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/gas_station-71.png,Estación de Servicio Repsol,,ChIJcRF7sE-fFg0R0s1i7NDNJnQ,4.5,ChIJcRF7sE-fFg0R0s1i7NDNJnQ,"['gas_station', 'car_wash', 'point_of_interest', 'establishment']",4,38.86095570000001,-6.454535799999999,38.86230917989272,-6.453337970107278,38.85960952010728,-6.456037629892722,True,VG6W+95 Arroyo de San Serván,8CCMVG6W+95
OPERATIONAL,"Av. Extremadura, S/n, 06420 Castuera, Badajoz",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/gas_station-71.png,Estación de servicio Cepsa,"[{'height': 750, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107389987252117375986"">A Google User</a>'], 'photo_reference': 'ATtYBwIun_kpbLd1LsF6uRmehbzIL1lbschxJ730sMgcG9yR-_ATXH-SqTV0cJckjcVaihjC5EFJIDEh7FNqpG4AjTC3Ky0qeJNBqC6XgqZZ7T39Y38uvmLD1_VqQcwyzjKQ-ImJwGqJf0v-O7wAp2NXMs6hEwhvUPqq8qlFG6uru4Jf4NE1', 'width': 750}]",ChIJczOZCzWQFA0RnWq6ou1SqrA,4.2,ChIJczOZCzWQFA0RnWq6ou1SqrA,"['gas_station', 'point_of_interest', 'establishment']",30,38.729667,-5.545652,38.73093082989272,-5.544321120107277,38.72823117010728,-5.547020779892722,True,PFH3+VP Castuera,8CCPPFH3+VP
OPERATIONAL,"Av. Madrid-Lisboa, km399, 06008 Badajoz",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,Centrowagen Audi Badajoz,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103189278277613980786"">jynadcr</a>'], 'photo_reference': 'ATtYBwLwgnkV5DWQqZZT1bFvt3U2QJotCSs0DAGHpvAbU8IdBUjcJMDT2Cx2NLSKQAAJRJGLmhDhrmIjUyW9xL2MCYdEmXTwD0j2FjnTCAgHobT5f7a2uAo8P-2TGmwWREMDjtCCZSjOCieOMQ8B0iCQetcXQlQ0VO8k5O89IJq107UQymvf', 'width': 4160}]",ChIJGQDd38_lFg0R0uZFsyDdLeg,4.6,ChIJGQDd38_lFg0R0uZFsyDdLeg,"['car_dealer', 'car_repair', 'point_of_interest', 'store', 'establishment']",119,38.8745699,-6.9546199,38.87593317989273,-6.953320770107278,38.87323352010728,-6.956020429892722,True,V2FW+R5 Badajoz,8CCMV2FW+R5
OPERATIONAL,"El Faro del Guadiana Shopping Centre, Av. de Elvas, s/n, 06006 Badajoz",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,Centro Comercial El Faro,"[{'height': 500, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109459874109295167228"">A Google User</a>'], 'photo_reference': 'ATtYBwL0dtrw3eGe5bW9tKF8cbebEZF498HnxuudXtP5p7FoQKLN8t7GeABOI2doTxpPVCPLx8nqeWgETpoXimEdIF9GfBOw7AvsIs6IkpDS0znVzj--hdqOprvsXXwzqmUp0psMmjELzf3h4FNqQNlsjIr7jlFHWMvtbKZg8kuuRP3qvThG', 'width': 500}]",ChIJmb10mpPjFg0RUscbSp0hE-c,4.3,ChIJmb10mpPjFg0RUscbSp0hE-c,"['shopping_mall', 'point_of_interest', 'establishment']",13468,38.8838177,-7.022301499999999,38.88470352989273,-7.01813815,38.88200387010728,-7.02443595,True,VXMH+G3 Badajoz,8CCJVXMH+G3
OPERATIONAL,"N-5 Km. 254,80 D, 10200 Trujillo, Cáceres",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/gas_station-71.png,Estación de Servicio Repsol,,ChIJ7UZDXjyjFQ0RyYIiB1VzIDw,4.1,ChIJ7UZDXjyjFQ0RyYIiB1VzIDw,"['gas_station', 'car_wash', 'point_of_interest', 'establishment']",39,39.4489307,-5.8815094,39.45026802989272,-5.880033070107279,39.44756837010727,-5.882732729892723,True,C4X9+H9 Trujillo,8CFPC4X9+H9
OPERATIONAL,"Calle Cardero, S/N, 06800 Mérida, Badajoz",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Estacíon de Merida Adif,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117357751965901707194"">marc faus griera</a>'], 'photo_reference': 'ATtYBwKfoQ4ZVL2nKEo29HGfJruHq5hdykEUxqedzU4Jj4wXkEb6y3gihiNW2Mr8H2PvAYHzyrGFRBxuhLsJeA_niIltutlhTInpYGSHQKo8SR6k4hr4VLiM3AqB0o8sBWOhw-SfhpgE6HKv-Hnj4RGszJgPaEzixnf4_EsIxqI48dQ0kLNF', 'width': 4032}]",ChIJS196R5UmFA0RuGqkZe7TKBM,3.8,ChIJS196R5UmFA0RuGqkZe7TKBM,"['travel_agency', 'point_of_interest', 'establishment']",240,38.9213911,-6.3430729,38.92264472989272,-6.341752170107278,38.91994507010727,-6.344451829892722,True,WMC4+HQ Mérida,8CCMWMC4+HQ
OPERATIONAL,10195 Cáceres,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/train-71.png,Caceres,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108874927772703671363"">Beatriz Rosa Casas</a>'], 'photo_reference': 'ATtYBwIvxo74IYeI5xzaKWsQ_3Yo-aJmY8ta0dFxTj9QrQDhV__Qah0Lbj5iLIjjVOcXCJ8kUgLi3iHVw6xFtps1XDbxgGtdR2_UOFBD468-skAy2SOeuDRa85CdLlCHmtLIa5rkdj0UyzMQSbax8B0OPmNgzs8594s9hQ_9zQ8-SheCJk3x', 'width': 4032}]",ChIJ0dfa98HfFQ0RtR5yYclOsts,4.4,ChIJ0dfa98HfFQ0RtR5yYclOsts,"['train_station', 'transit_station', 'point_of_interest', 'establishment']",139,39.461131,-6.385679,39.46248262989272,-6.384197920107279,39.45978297010727,-6.386897579892723,,FJ67+FP Cáceres,8CFMFJ67+FP
OPERATIONAL,"10600 Plasencia, Cáceres",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/train-71.png,Plasencia,"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103321424542426969648"">vicente gonzalez</a>'], 'photo_reference': 'ATtYBwIdjYj7NTnF4h63vsHYtONvDaUGhCxegHC9SCEYBZ6ZnUCoervGtsz7aJu9Fli92T5TKpu8uWzFbrdS-nutJpRt5Nl0xdQAMBJI7A28z4yuOjPjiGJF1SBfLi-Nfco0prl3c_srbQr21_DbSvwNeLH57oAdTqe_LjbARkFfPmV5tPoY', 'width': 2400}]",ChIJ04I8ZbIXPg0RHmvHFZm1pCc,3.9,ChIJ04I8ZbIXPg0RHmvHFZm1pCc,"['train_station', 'transit_station', 'point_of_interest', 'establishment']",32,40.022282,-6.099397000000001,40.02361657989272,-6.097974170107277,40.02091692010728,-6.100673829892721,,2WC2+W6 Plasencia,8CGM2WC2+W6
OPERATIONAL,"Paseo de Extremadura, 45580 Calzada de Oropesa, Toledo",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/gas_station-71.png,REPSOL,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112496002389933428121"">Paulo Lopes</a>'], 'photo_reference': 'ATtYBwIgSgHR_6yaCTsxyXs4JxcBJTCv1m9ncFMYskEXqxT9PoK4lHbEfcShtksWdFRkOP0dNRZirFIAu-NhHbRKgSKziT-zdzWN7WtdCzv84K4q592UIF4T7N25RkhmqNVsSXSXPdJi1mgCz2NtMKRKfGg-gsTTCbRD5P90pWPPE6a6G8_4', 'width': 1920}]",ChIJFQNAkaHhPw0RS5jCx8-b27A,3.9,ChIJFQNAkaHhPw0RS5jCx8-b27A,"['gas_station', 'point_of_interest', 'establishment']",49,39.895689,-5.332879,39.89692427989272,-5.331523320107278,39.89422462010728,-5.334222979892722,True,VMW8+7R Calzada de Oropesa,8CFPVMW8+7R
OPERATIONAL,"Ctra. Madrid, 06008 Badajoz",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,Centrowagen Volkswagen Badajoz,"[{'height': 384, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104872714213842075800"">Centrowagen, S.L.</a>'], 'photo_reference': 'ATtYBwLlP2te3JTtxAbKoPcmfBN85wUnarnThzoUXmAW0vQ7l8KugPc-8SDkjULOF_0_0hnY7wESNsStEnmXXuyrRR4zR4Sso0O9VKuzI20Ea-Jr41wqP4pfIP-j1f4swvkkxD9ZVWaqT4WgqunaST940q5R3DBPK5oGGQiu7Dc6_iuBidaD', 'width': 512}]",ChIJveRH3crlFg0Rk4ychpAy8Yg,4.4,ChIJveRH3crlFg0Rk4ychpAy8Yg,"['car_dealer', 'car_repair', 'point_of_interest', 'store', 'establishment']",341,38.8744977,-6.953446800000001,38.87584917989273,-6.951938470107278,38.87314952010728,-6.954638129892722,True,V2FW+QJ Badajoz,8CCMV2FW+QJ
OPERATIONAL,"Avda de, Av. Extremadura, 125, 10460 Losar de la Vera, Cáceres",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/gas_station-71.png,Talleres Órbita Atanes,"[{'height': 575, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105464165796054855220"">EDUARDO ATANES</a>'], 'photo_reference': 'ATtYBwK7IEganlEy6FYKqe1GZU4Kl_yPa8F3lc-VhAGcPYnDa0BSu1149NJbHqOFbTKYdh-Pj9TGDr5FKTRZzaGfTLIjehinqGwdqJVj5aHUAI5kxHtmPTyhUkX9uTYlV6CmnOl_hJcwJ7dbPf5QWcmUsxzOt0AHlqNCE7r0a0MllgxgIMv2', 'width': 960}]",ChIJs8pUGFrJPw0RTTPfFuiN0sI,5.0,ChIJs8pUGFrJPw0RTTPfFuiN0sI,"['gas_station', 'point_of_interest', 'establishment']",2,40.11999610000001,-5.598902,40.12126692989273,-5.597689470107279,40.11856727010728,-5.600389129892723,,4C92+XC Losar de la Vera,8CGP4C92+XC
